matrix.ncol...1..nrow...0.,dura_clus$cluster,pace_clus$cluster,sect_clus$cluster,loud_clus$cluster,pitches_clus$cluster,timbre_clus$cluster
TRAHNPU128F42AEE9C,2,2,3,2,3,1
TRAHOOP128F42B62AB,3,3,2,3,3,3
TRAHORF12903CDA9FB,2,3,3,2,2,3
TRAHPBE128F93071CF,1,3,1,1,1,1
TRAHPHY128F9345BA0,1,2,2,2,2,1
TRAHQYK128F426A82F,1,3,2,3,3,2
TRAHRRS128F4282F7A,1,2,1,1,2,2
TRAHSAW128F4253EFC,2,3,3,3,2,2
TRAHSQL128F4288AC7,2,2,3,3,1,3
TRAHSTL128F931708D,1,2,1,3,2,1
TRAHTZN128F421A41F,2,3,3,3,2,3
TRAHUQT128F4281228,2,3,3,3,3,3
TRAHUZS12903C9D9DD,2,3,3,2,2,1
TRAHVUK128F1456988,1,2,2,1,1,3
TRAHVWT128F148D428,2,3,1,3,3,3
TRAHVZW128F146477A,1,3,1,1,3,2
TRAHWBP12903CAEBFC,1,2,2,3,1,2
TRAHWMN128F145DB77,2,3,1,3,1,3
TRAHWSF128F934B190,2,3,3,3,2,1
TRAHXEG128F428F1EC,1,2,1,3,1,2
TRAHXGG128F9350452,2,3,1,1,3,2
TRAHXJE12903CB8095,2,3,3,3,2,3
TRAHXWI128F428B7DA,1,2,1,2,1,3
TRAHYDH128F9325200,2,2,2,3,1,2
TRAHYMJ128E0787801,3,2,2,3,1,3
TRAHYON12903CC36EF,1,2,1,2,2,1
TRAHZIL12903CF1DC2,2,3,1,3,1,2
TRAHZMM128E07838FF,1,2,1,3,1,2
TRAIACZ128F428C60A,2,2,1,3,1,1
TRAIAIH128F9308AC7,2,3,1,3,1,2
TRAIAJU128F42581EF,2,3,3,2,1,3
TRAIATD128F9331CD6,1,2,3,2,3,1
TRAIBXJ128F4260700,1,2,3,1,3,3
TRAIBXQ128F425E6A5,1,2,1,3,3,1
TRAICIL128F42598E2,2,2,1,3,1,2
TRAICIO12903CBD65B,2,3,1,3,1,2
TRAICJQ12903CF2681,3,2,2,2,1,3
TRAIDIU128F92F11C7,1,3,2,3,3,1
TRAIELD128F92DC682,2,3,1,2,1,3
TRAIFSM128F42722F1,2,3,3,3,1,2
TRAIGSC128F933BBD7,2,3,3,2,2,3
TRAIGYC128F93474E4,2,3,1,3,2,3
TRAIHFF128EF351817,2,2,1,3,1,2
TRAIHZO12903CC4C78,1,3,1,2,2,3
TRAIIOG12903CD02C5,2,3,3,1,2,2
TRAIISE128F42AE299,2,3,1,3,2,3
TRAIJMG12903D08168,2,2,3,3,3,2
TRAIJWN12903CF2C76,2,2,1,1,3,2
TRAIKBB128F428AD73,2,2,3,3,1,2
TRAIKSH128E07816DF,1,3,1,2,2,3
TRAILKS128F14A3AC9,2,2,3,3,1,2
TRAILLW128F4278C90,1,3,1,3,2,2
TRAILNM12903CD17D2,3,3,2,3,1,1
TRAILUH128E0784D6D,2,2,1,2,1,2
TRAIMDW128F14B0B75,1,2,2,3,1,1
TRAINGP12903C956AD,1,3,1,3,1,3
TRAINIF128F426416B,1,2,1,3,3,1
TRAINYU128F4246BD1,1,3,2,1,1,2
TRAIOBB128F146A944,1,3,1,3,1,2
TRAIOWX128F14750E5,1,3,1,3,1,2
TRAIPBF12903D074F5,2,3,3,3,3,3
TRAIPST128F9302AE9,3,3,1,2,2,3
TRAIPZY128E0787299,1,3,1,3,2,2
TRAIQDI128F92E8E1F,3,3,2,2,2,3
TRAIQKO128F92E5970,1,2,1,3,2,3
TRAIQMW128E07854BD,1,2,1,3,1,2
TRAIQNF128F428386A,1,2,3,3,1,2
TRAIQUG128F92F946E,1,3,2,2,3,2
TRAIQVJ128F93235B3,3,2,1,1,1,2
TRAIRLU128F92D0250,2,2,1,2,1,3
TRAISNF128E078B72C,1,2,2,2,1,2
TRAISYO128E07888A6,1,3,1,2,2,1
TRAISYU128F427F486,1,2,1,3,2,3
TRAITDY128F149431C,3,2,2,2,1,2
TRAITHR128F42B7E26,1,3,2,2,2,1
TRAITRS128F9308142,2,3,1,3,2,3
TRAIUPS128F92F2825,3,3,1,1,1,2
TRAIUYZ128F425BD2F,1,2,3,2,1,1
TRAIVMM128F4266056,2,2,1,2,2,3
TRAIVVQ128F146AB17,1,3,2,3,2,3
TRAIWNA128F145E2CD,1,2,1,2,1,3
TRAIWQJ128F4287A6F,2,3,1,3,1,2
TRAIWZZ128F9306AFF,2,2,1,3,1,2
TRAIYAT128F931FEA5,1,2,1,2,1,1
TRAIYDL128E0791583,1,2,1,3,1,3
TRAIZQI128F42A51F9,1,2,1,1,2,3
TRAIZUC12903CBBEAC,1,2,3,3,1,2
TRAIZWI128F4247EFD,1,1,1,3,2,3
TRAJAPH128F4271357,2,3,3,3,1,2
TRAJAZP128F4290FF9,1,3,1,3,3,2
TRAJBGL128F145C7A8,1,2,1,3,1,2
TRAJBJG128F14A1EA1,1,2,1,3,3,1
TRAJBSL128F428A021,2,2,3,3,2,3
TRAJBTZ12903CB818C,2,3,3,3,2,3
TRAJCIR128F146ABA7,2,2,1,3,1,2
TRAJCLY128F930F893,1,2,1,3,1,1
TRAJDGB128F42882AC,3,3,2,1,3,3
TRAJDRG128F4217923,1,2,2,3,1,3
TRAJDTK128F429FFDF,2,3,1,3,2,3
TRAJEBQ128F146E00E,1,3,1,1,1,2
TRAJEZT128E0795DF3,3,3,1,3,2,3
TRAJFDU128F426A5F4,2,2,1,1,1,2
TRAJFFF128F429874A,1,3,1,3,2,2
TRAJFMH12903D052DC,1,2,1,3,2,2
TRAJFQF128F92E354E,1,3,2,3,2,1
TRAJFRJ128F9328FF1,1,3,2,1,2,2
TRAJGGP12903CCE582,2,1,1,3,2,2
TRAJHCO128F42570C1,1,2,1,2,1,1
TRAJHCS128F93192B5,2,2,1,3,2,3
TRAJHDR128F92FA863,1,3,1,3,2,3
TRAJHEE12903CB937A,1,3,1,2,1,2
TRAJHHE128F146815C,1,3,2,1,1,3
TRAJHYF128F1451DDF,1,1,1,1,2,1
TRAJIIR128F149AE01,1,3,2,3,1,2
TRAJIUK128F42668E6,1,3,1,1,3,2
TRAJJPB128F1456D6A,1,3,2,3,1,3
TRAJKMI128F4281107,1,2,1,3,1,1
TRAJLEC128F93385A1,1,2,3,3,2,3
TRAJLNF128F422658C,2,3,1,3,2,1
TRAJLOY128F92E4EAF,1,2,1,2,2,3
TRAJMEL128F4262B4A,1,3,1,3,1,2
TRAJMQE128F9322DDD,2,2,3,3,1,2
TRAJMZL12903CA4807,2,3,1,3,1,2
TRAJNFM128F42A625C,1,3,2,3,2,1
TRAJNWY128E078907F,1,2,2,3,3,3
TRAJOIH128F14B08F7,2,2,1,3,1,3
TRAJPIK128F1460C83,2,2,3,2,3,3
TRAJPIQ128F14819A8,1,2,3,1,1,2
TRAJPPJ128F1497140,2,3,1,3,1,2
TRAJPPX128F4259FD4,2,3,1,3,3,2
TRAJRBF12903CDCA3F,1,2,1,2,2,1
TRAJRTY128F426CF1F,2,2,3,3,2,3
TRAJSFB128F4270AED,2,2,1,3,1,3
TRAJSNU128F92F2AC0,1,2,1,3,1,3
TRAJSOQ128F92C6A6B,1,2,2,2,2,3
TRAJSQA128F4263330,2,3,3,3,1,2
TRAJSRH128F425DDC7,1,2,3,3,1,2
TRAJTDG128E0792698,1,2,1,3,1,3
TRAJTYX128F145AD24,2,3,1,3,3,2
TRAJUPF128F4231A2C,2,2,3,2,1,3
TRAJUPI128F9324529,2,2,1,3,1,2
TRAJXBS12903CDCE2C,1,3,1,3,3,2
TRAJXNB128F4261F43,1,3,2,2,2,3
TRAJXOF128F933407C,1,2,1,2,3,2
TRAJZCH128F933D2B7,2,3,1,3,1,2
TRAJZVL128F9342662,2,2,3,3,2,2
TRAJZYI128F424B412,2,3,1,3,3,2
TRAKAFU12903CB4234,2,3,3,3,3,2
TRAKAGL128F148B3B7,2,3,3,1,3,3
TRAKARY128F427253E,1,3,1,1,2,2
TRAKBON128F9311039,2,3,1,3,1,2
TRAKCAE128F92DACD8,2,3,1,3,2,2
TRAKCFG128F149D9B7,2,3,1,3,1,2
TRAKCNI128F427BA71,1,3,1,3,1,2
TRAKDCQ128F42A247A,1,2,2,1,3,3
TRAKDDB128F92D168A,1,3,1,3,1,1
TRAKDMK128F92F9AFC,1,2,2,2,1,2
TRAKEBX128F423A5FA,1,3,1,3,1,3
TRAKFSV128F4257C10,2,2,3,3,1,2
TRAKFYU128F4283EB5,2,2,1,3,3,3
TRAKGAX128F4264182,1,2,2,3,2,3
TRAKGDZ12903CE4867,1,2,1,1,3,2
TRAKGGU128F428D83C,1,2,1,3,1,2
TRAKHUW12903CF0048,1,3,2,3,1,2
TRAKHXX128E07877EB,1,2,1,1,1,2
TRAKHYP128E0792F07,2,2,1,2,2,3
TRAKIJI128F42494D1,1,3,1,3,3,3
TRAKJTB128F148C560,1,3,1,2,3,1
TRAKJYQ128F934B22E,1,3,2,2,2,3
TRAKKOH128F42AF40E,2,3,1,2,2,2
TRAKLEZ128F4270649,1,3,2,2,2,1
TRAKLHO128F42BA554,1,3,1,3,1,2
TRAKLML128E07999DA,2,3,1,3,2,3
TRAKMGY128F4269E37,2,2,3,3,1,2
TRAKMLM128F14932B0,1,3,1,3,1,2
TRAKMUO128F4215890,1,3,1,2,2,3
TRAKOAK128F4248629,2,3,3,3,1,3
TRAKOEB128F1478783,2,3,3,3,3,2
TRAKOPE128F421CE6A,2,2,3,3,2,3
TRAKOXF128F1477B81,2,3,1,3,1,2
TRAKPET128F92FD69F,2,3,3,3,3,2
TRAKPJC128F4258613,1,3,1,3,1,2
TRAKPSJ128F146BFC2,2,2,3,2,1,3
TRAKPSR128F146A1DC,1,2,3,3,1,2
TRAKPUY128F4271101,2,3,1,1,2,2
TRAKQEA128F1495E21,2,2,1,3,1,3
TRAKQFZ128F429D3C9,3,2,2,2,1,3
TRAKQXJ128F147A028,2,3,1,3,3,2
TRAKREH128F42750C6,2,3,3,1,3,2
TRAKRQK12903CB3006,1,3,1,3,1,3
TRAKRQW128F427D6E3,1,2,2,3,1,3
TRAKRXM128F4250E33,2,3,3,3,1,3
TRAKRXN128F42670BE,1,2,2,2,1,3
TRAKSPS128F933B3D9,1,3,2,2,2,3
TRAKTFQ128F145698C,1,2,2,2,1,1
TRAKTWZ128EF35E206,1,2,3,3,1,3
TRAKTZY128F148C55C,1,2,1,2,3,3
TRAKUJS128F14668E5,2,2,3,3,3,3
TRAKUKL128F4295046,1,3,2,3,2,2
TRAKVNJ128F932AF0F,1,2,3,2,2,3
TRAKVSG128EF34E609,1,2,3,2,2,3
TRAKWNL12903CC37B6,3,3,2,2,2,3
TRAKWTG128F42454E2,2,2,1,1,1,2
TRAKWXS128F930F798,2,3,1,2,3,3
TRAKWXV128F42889FB,2,3,3,3,3,2
TRAKWZL128F93346EE,1,3,1,3,2,2
TRAKXIR128F92CF85A,2,2,3,2,2,3
TRAKXLR128F9308F5A,2,2,1,3,3,1
TRAKXMS12903CB36F2,1,2,1,3,1,2
TRAKXPA12903CA8B1A,2,3,1,3,2,3
TRAKXPE128F1462FF2,1,2,1,3,2,2
TRAKXYJ128F42525ED,2,2,3,1,3,2
TRAKYON128F429470C,1,2,1,3,2,2
TRAKYWY128F9310CF4,1,2,2,3,2,2
TRAKYXS128F4248FE3,2,3,1,3,3,2
TRAKZHN128F426C3D2,1,3,1,3,1,3
TRAKZMB128F427B44F,1,2,1,3,1,2
TRALAHF128F4248198,1,3,1,2,2,2
TRALAKV12903CBD7F6,3,3,2,3,1,2
TRALAZG128F93170BF,2,3,1,2,2,3
TRALBFX12903D00703,1,2,2,3,3,2
TRALBIA128F4272082,2,3,3,2,3,3
TRALCCO12903CEBB97,1,3,1,2,1,2
TRALDDK128F9300AC5,1,2,2,2,3,3
TRALDEZ128F4265BF7,1,2,2,2,2,3
TRALDSB12903CB4242,2,2,1,3,3,2
TRALDUE128F9312AF2,1,2,1,3,1,2
TRALDWN128EF33FB6E,1,2,2,3,1,2
TRALECB128F42A35E8,1,2,1,2,2,2
TRALEER128F4268E6D,2,2,3,3,1,3
TRALENK128F92F39E9,2,3,3,3,3,2
TRALEPN128F9311179,2,3,1,3,1,3
TRALFBU12903CC030F,1,2,2,3,1,2
TRALFLE128F92E166E,2,2,3,3,1,1
TRALGCD128F42A6346,2,2,1,2,1,3
TRALGJT12903CC460F,1,2,1,3,1,3
TRALHIQ12903D00496,2,3,1,3,1,2
TRALHMS128F930C08C,2,3,1,3,3,2
TRALIHU12903CFF040,2,1,3,3,2,1
TRALIIP128F4246C80,2,2,3,3,3,3
TRALIQF128F930B7B0,1,2,3,2,1,2
TRALJAZ128F933DE4A,1,3,2,3,3,2
TRALJBT128F4266FD8,2,2,3,3,3,1
TRALJKN128F92C5F5E,1,2,3,1,3,3
TRALJVQ128F428C764,1,2,1,3,1,3
TRALKBS128F423BB4C,3,2,1,3,1,3
TRALKHJ128F92E9D36,2,3,3,3,2,2
TRALLAR128F933C692,2,2,1,1,1,2
TRALLKK128F427B064,2,3,3,1,3,2
TRALLOU12903CC36FE,2,3,3,3,2,1
TRALLQJ128F933C68A,1,3,3,3,2,2
TRALLQX12903CD838C,1,3,2,3,2,3
TRALLRJ128F428CB6F,2,3,2,1,1,2
TRALLSP128F148AD75,1,2,3,3,2,3
TRALMTD128E07862AC,2,2,3,1,1,3
TRALMYT12903D0954C,2,3,3,3,2,2
TRALNJR128F145AC96,1,2,2,3,3,3
TRALNOD128F4264AEB,3,3,2,3,3,2
TRALOBE12903CDA6C5,3,3,2,3,3,3
TRALOUF128F422F329,1,3,3,1,3,3
TRALPGW12903CAFFB5,2,3,1,3,3,3
TRALPKG12903CDCA8A,1,2,1,3,2,3
TRALPOE128F4272278,1,3,1,2,2,3
TRALPQV128F424F989,1,2,1,2,1,1
TRALQGZ128F146F500,1,3,2,3,2,3
TRALRKL128F427B6EB,1,3,1,1,3,2
TRALROP128F92CA9CC,1,3,1,1,2,2
TRALRPL12903CA71F2,2,2,1,3,2,3
TRALRTY128F428BE43,2,3,3,3,1,3
TRALSAJ128F92EDC84,1,3,2,3,2,1
TRALSOA128F4275F49,1,2,1,3,2,2
TRALTKQ128F932DA67,1,2,1,3,3,2
TRALTTR12903C9E32E,1,2,2,2,1,3
TRALTZZ12903CB7DD0,2,3,1,2,2,3
TRALUAQ128F427EB26,2,2,1,3,1,1
TRALULA128F932B9D0,3,2,2,1,3,2
TRALUTY128F9322DC0,2,3,3,3,3,2
TRALWDN128F1456DB7,2,2,1,3,1,1
TRALWLU128F428C39A,1,3,2,2,2,3
TRALYBV12903CBBB68,2,3,3,3,2,3
TRALYLQ128F42710D6,1,3,1,1,1,2
TRALYPO128F429C4AF,3,2,2,2,2,3
TRALYQN128F42624E1,2,3,3,1,3,2
TRALYZR128F92CDD86,1,2,1,3,2,2
TRALZIG12903CBCD0C,1,2,3,3,2,3
TRALZTM128F92EC5F0,1,2,1,3,1,3
TRALZXZ128F92E26EF,1,2,3,1,1,2
TRAMARM128E0796A50,1,3,2,3,3,2
TRAMBBV128F9337714,2,3,1,1,3,2
TRAMBFD128EF34B848,2,2,3,1,1,3
TRAMBHU128F425A620,1,2,3,2,1,2
TRAMBLO128F4287D24,1,2,1,3,3,3
TRAMBNF128F426FBB6,3,2,2,3,3,2
TRAMBPW128F9337F71,1,3,2,2,1,3
TRAMBTK128F42390A4,2,2,2,2,2,1
TRAMCGL128F92F3D87,3,3,2,1,1,3
TRAMCGR128F427DE28,2,2,1,3,2,3
TRAMCLN128F9302E27,1,3,1,3,2,2
TRAMCND128F1466ACF,1,2,1,2,3,3
TRAMDQZ128F4249913,2,2,1,3,2,3
TRAMDUJ12903D0728D,1,3,2,3,2,2
TRAMDUW12903CB5100,1,2,3,1,3,1
TRAMEBP12903CD7EEA,2,1,3,3,2,2
TRAMEDG128E07933F4,1,3,2,3,1,1
TRAMEEC128F9307A54,3,2,2,3,1,3
TRAMESI128F93509F7,1,2,1,2,1,1
TRAMFFW128F4263AD7,2,2,1,2,2,3
TRAMFHI12903CB4349,1,3,1,1,3,2
TRAMFRD128E07833DA,2,3,1,2,2,3
TRAMGAZ128F148D4C3,2,3,3,1,2,3
TRAMGJJ128F421487E,1,2,2,3,1,2
TRAMGPM128F9311196,2,3,1,3,1,2
TRAMGQR128E0786CA7,1,2,2,3,2,2
TRAMGZV128F426FAB3,3,2,2,2,1,1
TRAMHKC128F933DE7D,1,2,1,3,3,1
TRAMHMO128F93167EA,1,2,2,3,2,3
TRAMIGP128F9335408,2,2,1,1,2,2
TRAMIOX12903CB19A1,1,3,2,1,1,3
TRAMIUD128E07825DB,3,3,2,3,2,3
TRAMJUG128F429F8B2,2,2,3,3,3,3
TRAMKKJ128F1463612,1,3,3,3,1,3
TRAMLFL128F93062A0,1,2,3,2,1,3
TRAMLGE128F92F81DD,1,3,1,1,3,2
TRAMLQC128F429222A,2,3,1,3,2,3
TRAMLZC128F92F3EB9,1,3,1,1,1,2
TRAMMAF128F93051B0,2,2,3,3,3,3
TRAMMDM128F425EAA9,1,2,1,2,1,2
TRAMMFP12903CB59C2,2,3,1,2,2,1
TRAMMQW128F42621E1,2,3,3,3,3,2
TRAMNDH128F425C33D,2,3,2,3,2,3
TRAMNJB128F92EFDC7,2,2,1,3,2,2
TRAMNVF128F92DE562,2,3,1,3,1,3
TRAMODP128F426247B,1,2,1,2,1,1
TRAMOGA12903CB4421,2,3,1,3,2,3
TRAMOLS128F92F99E3,2,2,3,3,2,3
TRAMOPU128E07888FD,1,3,1,3,2,2
TRAMPCW128F92CC022,2,3,1,3,1,2
TRAMPWN128F934C221,2,2,1,1,1,2
TRAMRFE128F4267DF3,2,3,1,1,1,2
TRAMRQS12903D0FD39,1,3,1,3,2,2
TRAMSAY128F92ED0DD,2,3,1,3,3,2
TRAMSSA128F92F60D1,2,3,1,3,2,3
TRAMSSK128F92FDC80,1,2,1,1,1,3
TRAMTFQ128F9352EDB,3,2,2,1,3,2
TRAMTIH128F933E8E4,1,3,2,3,2,3
TRAMTKT128F4222C3A,2,3,3,1,3,2
TRAMTYX128F42985D0,2,3,3,3,3,2
TRAMUUZ128F933CA08,2,3,3,2,1,3
TRAMUYQ128F428CA58,1,2,2,3,2,3
TRAMVBZ12903CB2635,2,2,3,3,2,3
TRAMVMU128F4241923,2,2,3,2,2,2
TRAMVOM128F42ACB16,1,3,1,1,3,2
TRAMWJH128F145DBE9,3,3,2,3,1,2
TRAMWLL12903D119DA,1,3,1,1,3,2
TRAMWOH12903CA8BA0,1,3,2,3,2,3
TRAMXPQ128F148B0C2,2,2,1,3,1,2
TRANADU128F9345BC8,1,2,1,3,2,1
TRANAIE128F146E588,3,3,2,2,1,1
TRANALJ128F9318BAF,1,2,2,3,2,3
TRANAYD128F9322A70,2,3,3,3,3,2
TRANBMY128F426416A,1,3,1,3,3,2
TRANCCN128E0794B18,1,3,1,3,3,1
TRANCFS12903C9B61B,1,3,1,3,1,2
TRANCOH128F422F31D,1,3,1,3,3,3
TRANCOS128F4267DFB,1,2,1,3,2,2
TRANCSE128F93044F1,3,2,2,3,1,3
TRANDEK128F4259EBC,1,2,2,3,1,2
TRANEMQ128F42A10A8,1,2,3,3,3,2
TRANEQB128F4284978,1,2,1,3,2,3
TRANGCR128F148CF28,2,3,1,3,1,2
TRANGIY128F427FA51,2,2,1,1,2,2
TRANGQX128F422F1DE,1,3,2,1,3,2
TRANHJV128F92D819D,2,1,3,2,2,3
TRANIBF12903CFA420,1,2,1,3,1,2
TRANIHL128F42970BD,3,2,2,2,1,3
TRANIJQ128F4298A10,1,3,1,3,3,3
TRANIPA128F93151A2,2,3,1,3,2,3
TRANIUD12903CCE692,1,3,1,3,1,3
TRANIUS12903D00EC7,3,2,1,2,2,2
TRANIVG128F1484DED,1,3,1,3,2,2
TRANIWL128F4262AB0,1,2,3,2,2,3
TRANIWM128F1495AB7,1,1,1,3,2,3
TRANJMO128F425C44D,1,2,2,3,2,2
TRANJSV128E0799689,1,3,2,2,1,2
TRANJWP128F428560C,2,3,1,3,2,3
TRANKIL128F1476FA2,1,2,2,2,3,3
TRANKYM128F428B7A4,1,2,1,1,1,3
TRANLHL12903CF88E5,1,2,1,2,1,2
TRANLJA128F42A5379,2,3,1,2,2,3
TRANLRX128F4259030,1,2,3,2,2,3
TRANLSP128F14671CA,1,3,1,3,3,3
TRANMKA128F426C3B0,2,3,1,2,2,3
TRANMKF128E07995A8,1,2,1,3,1,2
TRANMOT128F92EFF19,1,3,1,2,2,3
TRANMWO128F426C41A,1,2,1,2,1,1
TRANNCZ128F92F1D22,2,2,1,3,2,3
TRANOHA128F428B1CB,2,3,3,3,1,3
TRANOPO128F4217958,3,2,2,3,2,3
TRANOXA12903CDB0ED,3,3,2,2,2,1
TRANPDG128F930F4FE,1,3,2,3,2,2
TRANPHV128F9344CC3,2,3,1,1,1,2
TRANPKC128F93486B9,1,3,1,2,2,3
TRANPLE128F9322D6F,2,3,3,3,3,2
TRANPUZ128F422B236,2,3,1,2,2,1
TRANPWV128F9341281,3,3,2,3,3,2
TRANPXL128F42B8FED,2,3,3,3,1,1
TRANQEQ128F428AD70,2,3,1,3,3,2
TRANQNS128F42739D1,3,2,2,3,1,2
TRANQQZ128E079224E,1,3,1,2,1,2
TRANQRQ12903CC4BBB,2,3,1,3,2,3
TRANREH128F93462CF,2,2,1,3,1,1
TRANRFB128F1481F1E,1,3,2,2,3,3
TRANRGP128F1465737,2,2,2,3,2,2
TRANRKN128F93127BB,1,2,1,3,2,2
TRANRWM128F42873F9,1,2,3,3,3,2
TRANSUM128F92E8DF3,1,3,2,2,2,2
TRANSYV128F428A00C,2,3,3,3,2,2
TRANTAD128F92FD042,1,3,1,1,3,2
TRANTAN128E078B326,2,3,3,3,1,2
TRANTFR128F931C7DA,2,2,1,1,3,2
TRANTJK128F92E5935,1,2,2,3,1,2
TRANTOT128F428ACD8,2,3,1,3,3,2
TRANULO128F422E6FE,1,2,1,3,1,2
TRANUME128E0789D4C,2,3,1,3,1,2
TRANUSB128F9343695,1,2,1,3,1,3
TRANUUK128E0788284,2,2,1,3,1,1
TRANUVH12903D1059F,1,3,2,2,2,1
TRANVKJ128F92F1561,1,3,1,3,2,3
TRANVMD128F933AC4A,2,3,1,3,2,2
TRANVML128F426ACB2,2,3,3,3,3,2
TRANVTB128F92E2C34,1,2,2,2,2,2
TRANVZT128F42AE134,3,2,2,2,2,3
TRANWBG128F934AC15,1,3,2,3,3,2
TRANWEM128F92D75C4,2,3,3,2,2,3
TRANWOF12903CB3E19,1,3,1,2,1,1
TRANWZE128E078EE09,2,3,1,1,3,2
TRANXKN128F1485A3F,1,3,1,2,1,1
TRANYAM12903CD9CFC,2,2,1,2,2,3
TRANYLM128F1477EC9,1,2,1,1,2,1
TRANYLR128F4271924,1,2,1,2,1,3
TRANYLR128F933D81F,2,2,1,1,1,2
TRANZIL128F42A2670,1,3,1,2,1,3
TRANZRO128F4278401,2,2,1,3,1,2
TRANZTY128F424D794,1,3,1,3,1,3
TRAOAPT128F426041F,2,2,3,3,1,2
TRAOATJ128F147FC9B,1,2,2,3,3,2
TRAOAVW128F9318B5A,1,2,3,2,1,2
TRAOBKM128F92F894E,1,3,2,3,2,3
TRAOBQP12903CC4A7B,1,2,1,2,2,1
TRAOCOE128F4276D18,2,3,1,3,3,2
TRAOCPF128F4297319,1,2,3,3,1,1
TRAOCSE128F4282321,1,2,3,2,2,3
TRAOCSX128F92FDD48,2,3,3,1,2,2
TRAOEAQ12903CC26BD,2,3,3,3,3,2
TRAOEQO128E0785439,2,3,1,3,2,2
TRAOETQ128F92F9C27,2,3,1,1,3,2
TRAOFJS12903CF3F3D,2,2,3,2,2,1
TRAOHJU128E0780CD2,3,3,2,1,2,3
TRAOHNR128F428CD58,1,2,2,2,3,3
TRAOIYM12903CDEF1E,2,2,1,3,3,1
TRAOJED128F42361E6,2,2,1,3,2,3
TRAOJEW128F4294CBD,1,2,1,2,2,1
TRAOJMY128E07836D9,2,2,1,3,3,2
TRAOJNB128F147C52F,2,2,3,3,3,2
TRAOJZC128F14932D5,1,3,3,3,2,2
TRAOKSC128F4264989,1,2,1,3,1,2
TRAOKVW128F429D82A,2,2,3,3,2,2
TRAOKXG128F4232497,2,3,1,1,2,2
TRAOLGV12903CB4229,2,2,3,3,3,2
TRAOLOX128F422F02B,1,2,1,3,2,2
TRAOLUA128F422BB1D,2,3,3,3,2,1
TRAOMDT12903CF73C3,1,3,2,3,2,2
TRAOMKV128F428CD51,1,3,2,2,1,3
TRAOMMU128F933878B,2,2,3,3,2,3
TRAOMVL128F14662F1,2,2,3,3,2,2
TRAONNA128F4268CCA,1,2,2,2,1,3
TRAONPF128F42480A7,1,2,1,3,1,2
TRAONYI128F9324BA3,1,2,1,3,1,3
TRAOOHM128F1453E33,1,2,1,3,3,3
TRAOORD12903CCD128,2,3,3,1,3,2
TRAOREE128F934DB89,1,2,2,3,1,3
TRAORSC128F4235056,2,3,3,3,3,3
TRAOSDM128F93085C0,2,2,3,3,1,3
TRAOSFC128F42618F6,1,3,1,3,1,3
TRAOUOI128F4290E44,2,3,1,3,2,3
TRAOVDM128F42BAA66,1,2,3,1,2,3
TRAOWBP128F4257C64,1,3,1,3,2,3
TRAOWXO128E0783F68,1,2,1,3,2,2
TRAOXCO128F147830B,2,3,1,2,2,3
TRAOXEU128F4299BE5,2,3,1,3,2,2
TRAOXSN128F4282FB5,2,1,2,2,2,3
TRAOXWF128E0790985,2,3,1,3,2,2
TRAOXXW128F92E8C86,1,2,1,3,1,3
TRAOYHS128F427EF8B,1,3,2,3,2,3
TRAOZEJ128F428CCEA,2,2,3,2,1,1
TRAOZPS128F93369C3,1,3,1,2,1,3
TRAPAES128E0786E60,2,2,1,1,3,2
TRAPASL128F422BC00,1,3,1,2,3,2
TRAPAZE128F4233355,2,3,3,1,3,2
TRAPCHT128F4239830,3,2,2,1,1,2
TRAPCIQ128F4241A74,2,3,1,3,2,2
TRAPCNK128F427D7B5,1,1,3,2,2,1
TRAPDIH128F426DE71,2,2,1,3,3,1
TRAPDIO128F933C680,2,3,3,3,2,2
TRAPDOI128F9327982,3,2,2,2,2,1
TRAPDQG128F93018C0,3,2,1,3,1,2
TRAPEBL128F149E768,1,3,2,3,1,3
TRAPEHR128E0786D5A,1,3,1,3,1,3
TRAPEIN128E078892E,2,2,1,3,2,3
TRAPEPB128E07861CC,2,2,1,1,3,1
TRAPEPI128F4226DDD,2,3,1,3,3,2
TRAPESV128F92FE5E9,2,3,3,3,1,2
TRAPFGD128F4274B46,3,2,1,1,3,2
TRAPFIP128F42AC31E,1,1,1,2,2,3
TRAPFRM128F933A19B,2,2,1,3,1,2
TRAPFXX128E0785EBA,2,2,3,3,2,3
TRAPGCJ128F428CCD9,1,3,1,3,3,2
TRAPGFN12903CB5BAC,2,3,1,1,1,3
TRAPGKY128F42972A9,2,2,3,1,3,2
TRAPGOC128F932F01A,1,3,1,3,1,3
TRAPGOZ128F933A945,2,2,1,2,1,1
TRAPGYN128F92C40CC,1,3,1,2,2,3
TRAPHAH128F42677A4,1,3,1,3,3,3
TRAPHDI128F92F5EA1,2,2,3,3,2,2
TRAPHZT128F147A02B,1,2,2,2,1,3
TRAPIIR128F42AEE95,2,2,1,3,3,3
TRAPIJO128EF3681CA,1,3,3,3,2,3
TRAPIPG128F42521C6,2,2,3,3,3,2
TRAPISC128F14671D3,1,2,1,3,1,3
TRAPJFL128F42AA7B4,1,2,2,3,2,3
TRAPJLL128F92EC0E1,1,3,1,1,1,2
TRAPJPD128F14572B3,1,2,1,3,3,2
TRAPKBI128F92F9D33,1,3,1,3,2,2
TRAPKSE128F42AB9FB,1,3,2,3,1,2
TRAPLET128F145B049,2,2,1,3,1,2
