"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"X336","bam","0","0","0","0","0","0","0","0","0.000106038916282276","0","0","0","0","0","0","0","0","0","0","0"
"X337","banana","0","0","0","3.22092311656521e-05","0","0","0","0","0","0","0","0","0","0","0","0","5.41983388209151e-05","0","0","0"
"X338","band","6.20424370269264e-05","0","0.000106360348861944","3.22092311656521e-05","0.000120914110676716","6.33713561470215e-05","0.000140548137737175","0","0.000212077832564551","0.000366748166259169","0","7.5723156141148e-05","4.8711578742267e-05","8.26924667162821e-05","0","0.000100325053172278","5.41983388209151e-05","0","0.00012721027859051","0.000197858728867589"
"X339","bang","0","0","0","0","0","6.33713561470215e-05","0","0","0.000106038916282276","0","2.61499437776209e-05","0","0","4.13462333581411e-05","3.04636568573692e-05","0","0.000962020514071244","0","0","6.59529096225295e-05"
"X340","bank","0","0","0.000159540523292916","3.22092311656521e-05","0","0","4.6849379245725e-05","0","0","0","0","0","4.8711578742267e-05","4.13462333581411e-05","3.04636568573692e-05","0","0.00010839667764183","0","0","0"
"X341","bar","0.000124084874053853","0.000443901897680613","0.000850882790895554","6.44184623313041e-05","0","0.000253485424588086","4.6849379245725e-05","0.000146832097496513","0.000106038916282276","0","0.000209199550220967","0.000227169468423444","9.74231574845341e-05","0.000206731166790705","3.04636568573692e-05","0.000100325053172278","0.000298090863515033","0.000134752728742757","6.36051392952551e-05","4.39686064150197e-05"
"X342","bara","0","0","0","0","0","0","0","0","0","0.000244498777506112","0","0","0","0","0","0","0","0","0","0"
"X343","bare","3.10212185134632e-05","0","0.000159540523292916","9.66276934969562e-05","0.000120914110676716","0","4.6849379245725e-05","7.34160487482564e-05","5.30194581411378e-05","0","0.000130749718888104","0","4.8711578742267e-05","0","9.13909705721075e-05","8.02600425378225e-05","0.000162595016462745","0","3.18025696476275e-05","4.39686064150197e-05"
"X344","bark","0","0","0","3.22092311656521e-05","0","0","0","0","0","0","0.000183049606443346","0","0","0","0","0","5.41983388209151e-05","0","0","0"
"X345","barrel","0","0","0","0","0","6.33713561470215e-05","0","0","0","0","2.61499437776209e-05","0","4.8711578742267e-05","0","0","0","0.000121946262347059","0","0","0"
"X346","barrio","0","0","0","0","0","0","0","0.000550620365611923","0","0","0","0","0","0","0","0","0","0","0","0"
"X347","bas","0","0","0","3.22092311656521e-05","0","0","0","0","0","0","0","0.000908677873693776","0","0","0","0","0","0","0","0"
"X348","base","0","0","0","6.44184623313041e-05","4.03047035589053e-05","6.33713561470215e-05","4.6849379245725e-05","0","0","0","7.84498313328626e-05","0","0","0","0","0","0.000135495847052288","0","0","4.39686064150197e-05"
"X349","basement","3.10212185134632e-05","0","0","6.44184623313041e-05","0","0","0","0","0","0","0","0","0","4.13462333581411e-05","3.04636568573692e-05","0","0","0.000202129093114136","0.00025442055718102","2.19843032075098e-05"
"X350","bass","0","0","0.000159540523292916","6.44184623313041e-05","4.03047035589053e-05","0.000633713561470215","0","0","5.30194581411378e-05","0","0","7.5723156141148e-05","0","4.13462333581411e-05","3.04636568573692e-05","0.000140455074441189","0.000135495847052288","6.73763643713785e-05","3.18025696476275e-05","4.39686064150197e-05"
"X351","basta","0","0","0","0","0","0","0","0.0011746567799721","0","0","0","7.5723156141148e-05","0","0","0","0","0","0","0","0"
"X352","bastard","0","0","0","3.22092311656521e-05","4.03047035589053e-05","0","0","0","0.000212077832564551","0.000122249388753056","5.22998875552418e-05","0","0","0","0","0","8.12975082313727e-05","0","0","4.39686064150197e-05"
"X353","bat","0","0","0","0","0","0","0","0","0","0","0","0.000302892624564592","0","0","0","0","6.77479235261439e-05","0","6.36051392952551e-05","0"
"X354","bath","6.20424370269264e-05","0","0","0","0","0","4.6849379245725e-05","0","0","0","2.61499437776209e-05","0","0.000146134736226801","0.000124038700074423","3.04636568573692e-05","0","0","0","0","0"
"X355","bathroom","3.10212185134632e-05","0","5.31801744309721e-05","0","0","0","0","0","0","0","0","0","4.8711578742267e-05","4.13462333581411e-05","3.04636568573692e-05","0","6.77479235261439e-05","0","0","2.19843032075098e-05"
"X356","batter","6.20424370269264e-05","0","5.31801744309721e-05","0","0","0","0","0","0","0","2.61499437776209e-05","0","0","0","0","0","1.35495847052288e-05","0","0","0"
"X357","battl","3.10212185134632e-05","0.000110975474420153","0","0.000193255386993912","0","6.33713561470215e-05","9.369875849145e-05","0","5.30194581411378e-05","0.000366748166259169","0.000366099212886692","0","0.000243557893711335","4.13462333581411e-05","0","0","0.000149045431757517","0","6.36051392952551e-05","4.39686064150197e-05"
"X358","bay","0","0","0","3.22092311656521e-05","4.03047035589053e-05","0","0","0","5.30194581411378e-05","0","2.61499437776209e-05","0","0","4.13462333581411e-05","3.04636568573692e-05","0","1.35495847052288e-05","0","3.18025696476275e-05","0"
"X359","be","0.00865491996525623","0.00654755299078904","0.00446713465220166","0.00679614777595259","0.00842368304381121","0.00468948035487959","0.00604356992269852","0.000256956170618897","0.00466571231642013","0.000366748166259169","0.00630213645040663","0.000605785249129184","0.00316625261824736","0.00520962540312578","0.00865167854749284","0.0103134154661102","0.00563662723737517","0.00795041099582267","0.00944536318534538","0.00758458460659089"
"X360","beach","3.10212185134632e-05","0","0","3.22092311656521e-05","4.03047035589053e-05","6.33713561470215e-05","9.369875849145e-05","0","5.30194581411378e-05","0","5.22998875552418e-05","0","4.8711578742267e-05","0","0","0","2.70991694104576e-05","0","0","0"
"X361","beam","0","0","5.31801744309721e-05","6.44184623313041e-05","4.03047035589053e-05","0","0","0","0","0","0.000104599775110484","0","0","4.13462333581411e-05","0","0","5.41983388209151e-05","0","3.18025696476275e-05","2.19843032075098e-05"
"X362","bean","0","0","0","0","0","0","0","0","0","0","0","0","4.8711578742267e-05","0","0","0","4.06487541156864e-05","0","0","0"
"X363","bear","3.10212185134632e-05","0","5.31801744309721e-05","0.000289883080490869","0","0","4.6849379245725e-05","0","5.30194581411378e-05","0","0.000261499437776209","0","4.8711578742267e-05","0","6.09273137147383e-05","0.000180585095710101","5.41983388209151e-05","0","0","8.79372128300394e-05"
"X364","beast","0","0","0","3.22092311656521e-05","0","0","0","0","0","0","0.000261499437776209","0","0","4.13462333581411e-05","0","0","6.77479235261439e-05","0.000134752728742757","0","4.39686064150197e-05"
"X365","beat","0.000155106092567316","0.000554877372100766","0.000319081046585833","0.000483138467484781","0","0.000443599493029151","0.0001873975169829","0","0.000848311330258205","0.000122249388753056","0.000522998875552418","0","0.00370207998441229","0.000289423633506988","0.000121854627429477","0.000200650106344556","0.000975570098776473","0.000943269101199299","0.000190815417885765","6.59529096225295e-05"
"X366","beaten","0","0","5.31801744309721e-05","0","0","0","0","0","0","0","2.61499437776209e-05","0","0","0","0","0","0","0","0","0"
"X367","beau","0","0","0","0","0","0","0","0","0","0","0","0.000908677873693776","0","0","0","0","4.06487541156864e-05","0","0","0"
"X368","beauti","0.00142697605161931","0","0.000478621569878749","9.66276934969562e-05","0.00120914110676716","0","0.000140548137737175","0","0.000159058374423413","0","0.00185664600821108","0","4.8711578742267e-05","0","0.000426491196003168","0.00032104017015129","4.06487541156864e-05","0.000202129093114136","0.00038163083577153","0.000153890122452569"
"X369","becam","0","0","5.31801744309721e-05","0.000128836924662608","0","0.000126742712294043","4.6849379245725e-05","0","0","0","2.61499437776209e-05","0","0","4.13462333581411e-05","0","2.00650106344556e-05","1.35495847052288e-05","0","0","2.19843032075098e-05"
"X370","becaus","0.00077553046283658","0.000221950948840306","0.000106360348861944","0.000322092311656521","0.000523961146265769","6.33713561470215e-05","0.000515343171702975","0","0.000212077832564551","0","0.000339949269109071","0","4.8711578742267e-05","0.00037211610022327","0.000304636568573692","0.00078253541474377","0.000718127989377126","6.73763643713785e-05","0.000477038544714413","0.000373733154527667"
"X371","beckon","0","0","0","0","0","0","0","0","0","0","0","0","0","8.26924667162821e-05","0","0","0","0","0","0.000131905819245059"
"X372","becom","0.000403275840675022","0","0.000212720697723889","0.000225464618159565","8.06094071178107e-05","0","0.000234246896228625","0","0.000265097290705689","0","0.000810648257106247","0","0.000243557893711335","0.000124038700074423","3.04636568573692e-05","0.000401300212689113","6.77479235261439e-05","6.73763643713785e-05","9.54077089428826e-05","0.000241827335282608"
"X373","bed","0.000341233403648095","0.000221950948840306","0.000265900872154861","0.000257673849325217","0.000161218814235621","0.000126742712294043","0.0009369875849145","0","0.000265097290705689","0","0.000130749718888104","7.5723156141148e-05","0.000438404208680403","0.00037211610022327","0.000152318284286846","0.000120390063806734","0.000121946262347059","0.00107802182994206","0.000349828266123903","0.000153890122452569"
"X374","bedroom","0","0.000110975474420153","0","0","0","0","0","0","0","0","0","0","4.8711578742267e-05","0","3.04636568573692e-05","2.00650106344556e-05","0","6.73763643713785e-05","0","0"
"X375","bee","0","0","0.000106360348861944","9.66276934969562e-05","0","0","0","0","0.000106038916282276","0","5.22998875552418e-05","0","0","4.13462333581411e-05","3.04636568573692e-05","4.01300212689113e-05","1.35495847052288e-05","0","0","0"
"X376","beef","3.10212185134632e-05","0","5.31801744309721e-05","3.22092311656521e-05","0","0","0","0","0","0","0","0","0","0","0","0","0.000433586710567321","0","0","0"
"X377","been","0.0023576126070232","0.000665852846520919","0.00249946819825569","0.00164267078944826","0.000806094071178107","0.00120405576679341","0.00201452330756617","0","0.00100736970468162","0","0.000627598650662901","0","0.00350723366944323","0.00186058050111635","0.00134040090172424","0.00164533087202536","0.00124656179288105","0.000539010914971028","0.001621931052029","0.00371534724206916"
"X378","beep","0","0","0","0","0","6.33713561470215e-05","0","0","0","0","0","0","0","0","0","0","1.35495847052288e-05","0","0","0"
"X379","beer","6.20424370269264e-05","0.000332926423260459","0.000159540523292916","0","4.03047035589053e-05","0.000253485424588086","0","0","5.30194581411378e-05","0","2.61499437776209e-05","0","0.000292269472453602","0","0","4.01300212689113e-05","5.41983388209151e-05","0","3.18025696476275e-05","0"
"X380","befor","0.00133391239607892","0.000221950948840306","0.0013295043607743","0.000450929236319129","0.000765789367619201","0.00152091254752852","0.000327945654720075","0","0.000265097290705689","0","0.00117674746999294","0","0.00082809683861854","0.00132307946746051","0.00036556388228843","0.00160520085075645","0.0008942725905451","0.000808516372456542","0.000890471950133571","0.00127508958603557"
"X381","beg","3.10212185134632e-05","0","0.000106360348861944","0.000128836924662608","8.06094071178107e-05","0","0.0001873975169829","0","5.30194581411378e-05","0","0.000156899662665725","0","0.000146134736226801","8.26924667162821e-05","0.000304636568573692","0.000140455074441189","2.70991694104576e-05","0.000202129093114136","0.00012721027859051","0.000109921516037549"
"X382","began","6.20424370269264e-05","0","0.000106360348861944","9.66276934969562e-05","0","0","4.6849379245725e-05","0","0","0","5.22998875552418e-05","0","0","4.13462333581411e-05","0","6.01950319033669e-05","2.70991694104576e-05","0","0.00012721027859051","2.19843032075098e-05"
"X383","beggin","0","0","0","0","0","6.33713561470215e-05","0","0","0","0","0","0","0","0.000124038700074423","0","2.00650106344556e-05","1.35495847052288e-05","6.73763643713785e-05","0","0"
"X384","begin","0.000310212185134632","0.000443901897680613","5.31801744309721e-05","0.000322092311656521","8.06094071178107e-05","0.000443599493029151","0.00028109627547435","0","0.000265097290705689","0","0.000496848931774797","0","0.000146134736226801","8.26924667162821e-05","9.13909705721075e-05","0.000140455074441189","0.00010839667764183","0.000404258186228271","0.000349828266123903","8.79372128300394e-05"
"X385","begun","0.000186127311080779","0.000110975474420153","5.31801744309721e-05","6.44184623313041e-05","4.03047035589053e-05","6.33713561470215e-05","0","0","0","0","2.61499437776209e-05","0","0","0","3.04636568573692e-05","6.01950319033669e-05","1.35495847052288e-05","0.000269505457485514","0.00012721027859051","0"
"X386","behav","0","0","0.000106360348861944","0","0","0","0","0","0","0","0","0","0","0","0","0","2.70991694104576e-05","0","0","2.19843032075098e-05"
"X387","behind","0.000248169748107706","0.000110975474420153","0.000212720697723889","0.000644184623313041","0.000201523517794527","0.000380228136882129","9.369875849145e-05","0","0.000159058374423413","0","0.000836798200883868","7.5723156141148e-05","0.00048711578742267","0.00037211610022327","9.13909705721075e-05","0.000421365223323568","0.00033873961763072","0.000134752728742757","0.000636051392952551","0.000593576186602766"
"X388","behold","0","0","0","0","0","0","0","0","0","0","0.000313799325331451","0","0","0","0","0","0","0","3.18025696476275e-05","0.000153890122452569"
"X389","bei","0","0","0","0","0","0","0","0","0","0.00171149144254279","0","0","0","0","3.04636568573692e-05","0","0","0","0","0"
"X390","bein","3.10212185134632e-05","0","0","3.22092311656521e-05","0","0.000126742712294043","0","0","0","0.000244498777506112","0","0","0","8.26924667162821e-05","0","0.000120390063806734","0.000162595016462745","0","0","0"
"X391","belief","3.10212185134632e-05","0.000221950948840306","0","0","4.03047035589053e-05","0","0","0","0.000159058374423413","0","7.84498313328626e-05","0","0","8.26924667162821e-05","0","0","6.77479235261439e-05","6.73763643713785e-05","6.36051392952551e-05","4.39686064150197e-05"
"X392","believ","0.000899615336890433","0.00133170569304184","0.000584981918740693","0.00376848004638129","0.000685179960501391","0.000253485424588086","0.00046849379245725","0","0.000689252955834791","0","0.000758348369551006","0","0.000584538944907204","0.000868270900520963","0.000944373362578444","0.00160520085075645","0.000433586710567321","0.000404258186228271","0.000795064241190688","0.00213247741112845"
"X393","bell","3.10212185134632e-05","0","5.31801744309721e-05","3.22092311656521e-05","4.03047035589053e-05","6.33713561470215e-05","0.000140548137737175","0","0.000159058374423413","0","0.000104599775110484","0.00128729365439952","0","0.000165384933432564","0","0.000100325053172278","0.000135495847052288","0.000134752728742757","0.00117669507696222","0"
"X394","bella","0","0","0","0","0","0","0","0.000220248146244769","0","0","0","0","0","0","0","0","0","0","0","0"
"X395","belli","0","0.000110975474420153","0","3.22092311656521e-05","0","6.33713561470215e-05","0","0","0","0","2.61499437776209e-05","0","9.74231574845341e-05","0","0","6.01950319033669e-05","8.12975082313727e-05","0","3.18025696476275e-05","0"
"X396","bello","0","0","0","0","0","0","0","7.34160487482564e-05","0","0","0","7.5723156141148e-05","0","0","0","0","0","0","0","0"
"X397","belong","9.30636555403896e-05","0.000221950948840306","5.31801744309721e-05","0.000128836924662608","0","0","0","0","5.30194581411378e-05","0","0.000156899662665725","0","0.000146134736226801","8.26924667162821e-05","9.13909705721075e-05","0.000220715116979012","0.000121946262347059","0","0.000159012848238138","0.000483654670565216"
"X398","belov","0","0","0","0","0","0","0","0","0","0","5.22998875552418e-05","0","0","0","0","0","0","0","0","0"
"X399","below","3.10212185134632e-05","0","0.000106360348861944","0.00016104615582826","8.06094071178107e-05","0","0","0","0.000106038916282276","0","0.000156899662665725","0","0","0","3.04636568573692e-05","0.000100325053172278","0","0","0.000190815417885765","0"
"X400","belt","0","0","0","0","0","0","0","3.67080243741282e-05","0","0","0","0","0","0","0","0","5.41983388209151e-05","6.73763643713785e-05","0","0"
"X401","bem","0","0","0","0","0","0","0","0.000330372219367154","0","0","0","0","0","0","0","0","0","0","0","0"
"X402","ben","0","0","5.31801744309721e-05","0","0","0","0","0","0","0.000122249388753056","0","0.000151446312282296","0","0","0","0","0","0","0","0"
"X403","bend","0.000372254622161559","0","0.000106360348861944","0.000257673849325217","4.03047035589053e-05","0.000190114068441065","0.000140548137737175","0","0.000212077832564551","0","7.84498313328626e-05","0","0.000194846314969068","0.000124038700074423","3.04636568573692e-05","2.00650106344556e-05","0.00010839667764183","0.000336881821856893","0.000190815417885765","2.19843032075098e-05"
"X404","bene","0","0.000110975474420153","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X405","beneath","0.000155106092567316","0","0","9.66276934969562e-05","0","0","4.6849379245725e-05","0","0.000583214039552516","0","0.000444549044219555","0","0.000194846314969068","0","0","6.01950319033669e-05","1.35495847052288e-05","0.000202129093114136","0.00038163083577153","2.19843032075098e-05"
"X406","bent","0","0","0","0","0","6.33713561470215e-05","0","0","0","0","0.000130749718888104","0","0","0","0","0","8.12975082313727e-05","0","0","0"
"X407","berlin","3.10212185134632e-05","0","0","0","0","0","0","0","0","0.000244498777506112","0","0","0","0.000124038700074423","0","0","0","6.73763643713785e-05","0","0"
"X408","besid","0","0.000110975474420153","0.000106360348861944","0","0.000362742332030148","0.000126742712294043","9.369875849145e-05","0","0.000106038916282276","0","0.000104599775110484","0","0","8.26924667162821e-05","0","0.000100325053172278","5.41983388209151e-05","0","0.000445235975066785","8.79372128300394e-05"
"X409","beso","0","0","0","0","0","0","0","0.00157844504808751","0","0","0","0","0","0","0","0","0","0","0","0"
"X410","besoin","0","0","0","0","0","0","0","0","0","0","0","0.000681508405270332","0","0","0","0","0","0","0","0"
"X411","besser","0","0","0","0","0","0","0","0","0","0.00097799511002445","0","0","0","0","0","0","0","0","0","0"
"X412","best","0.000372254622161559","0.00110975474420153","0.000212720697723889","0.000354301542822173","0.000282132924912337","0.00082382762991128","0.000515343171702975","0","0.000212077832564551","0.000611246943765281","0.000130749718888104","0","0.000243557893711335","0.000413462333581411","0.000243709254858953","0.000601950319033669","0.000365838787041177","0.00047163455059965","0.000159012848238138","0.000549607580187746"
"X413","bet","0","0.000110975474420153","0.000106360348861944","0.000128836924662608","0.000201523517794527","0","0.000140548137737175","0","0","0","0","0","9.74231574845341e-05","4.13462333581411e-05","3.04636568573692e-05","4.01300212689113e-05","0.000121946262347059","6.73763643713785e-05","0","0.000131905819245059"
"X414","betray","0","0","5.31801744309721e-05","3.22092311656521e-05","0","0","0.000140548137737175","0","0","0","0.000183049606443346","0","4.8711578742267e-05","8.26924667162821e-05","0","0.000100325053172278","0","0","0","2.19843032075098e-05"
"X415","better","0.000403275840675022","0.0018865830651426","0.000531801744309721","0.000386510773987825","0.000282132924912337","0.0023447401774398","0.000983836964160225","0","0.000689252955834791","0","0.00028764938155383","0","0.000292269472453602","0.000826924667162821","0.000487418509717907","0.000662145350937036","0.00120591303876536","0.00235817275299825","0.00181274646991477","0.00292391232659881"
"X416","betti","0","0.000221950948840306","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X417","between","0.000279190966621169","0.000332926423260459","0.000319081046585833","0.00128836924662608","0.000282132924912337","0.000190114068441065","4.6849379245725e-05","0","0","0.000244498777506112","0.000209199550220967","0","0.000584538944907204","0.000165384933432564","9.13909705721075e-05","0.000140455074441189","0.000162595016462745","0.000875892736827921","0.00025442055718102","0.000109921516037549"
"X418","bewar","6.20424370269264e-05","0.000110975474420153","0","0","0","0","0.0001873975169829","0","0","0","2.61499437776209e-05","0","0","0","0","0","1.35495847052288e-05","0","0","0"
"X419","beyond","0","0","5.31801744309721e-05","3.22092311656521e-05","4.03047035589053e-05","0","0","0","5.30194581411378e-05","0","0.000706048481995764","0","0.000146134736226801","0","0","6.01950319033669e-05","8.12975082313727e-05","0","0.000604248823304923","2.19843032075098e-05"
"X420","bi","0","0","0","0","0","0","0","0","0","0","0","7.5723156141148e-05","0","0","0","0","0","6.73763643713785e-05","0","0"
"X421","bibl","0","0","5.31801744309721e-05","0.000128836924662608","0","6.33713561470215e-05","0","0","5.30194581411378e-05","0","5.22998875552418e-05","0","0","0","0","0","9.48470929366015e-05","0","0","0"
"X422","bid","0","0","0","6.44184623313041e-05","0","0","4.6849379245725e-05","0","0","0","7.84498313328626e-05","0","0","0.000206731166790705","0","0","5.41983388209151e-05","0","0","0"
"X423","bien","0","0","0","0","0","0","0","0.00135819690184274","5.30194581411378e-05","0","0","0.00424049674390429","0","0","0","0","0","0","0","0"
"X424","big","0.000310212185134632","0.000554877372100766","0.000638162093171666","0.000515347698650433","0.000282132924912337","0.00114068441064639","0.0001873975169829","7.34160487482564e-05","0.00159058374423413","0","0.000104599775110484","0","0.000146134736226801","0.0016125031009675","0.000152318284286846","0.000220715116979012","0.00101621885289216","0.000404258186228271","0.000413433405419158","0.000417701760942687"
"X425","bigger","0","0","5.31801744309721e-05","9.66276934969562e-05","0","0","0","0","0","0","2.61499437776209e-05","0","0","0","3.04636568573692e-05","2.00650106344556e-05","5.41983388209151e-05","0","6.36051392952551e-05","0"
"X426","biggest","0","0","0","0","4.03047035589053e-05","0","0","0","0","0","2.61499437776209e-05","0","0","0","3.04636568573692e-05","0","9.48470929366015e-05","0","0","0"
"X427","bij","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X428","bike","3.10212185134632e-05","0","0","0","4.03047035589053e-05","0.000190114068441065","0","0","0","0","0","0","4.8711578742267e-05","4.13462333581411e-05","0","0","1.35495847052288e-05","0","0","0"
"X429","bill","3.10212185134632e-05","0.000110975474420153","0.000265900872154861","0.000128836924662608","8.06094071178107e-05","6.33713561470215e-05","0.000140548137737175","0","0.000106038916282276","0","2.61499437776209e-05","7.5723156141148e-05","0.000194846314969068","4.13462333581411e-05","6.09273137147383e-05","0","0.000203243770578432","6.73763643713785e-05","0","2.19843032075098e-05"
"X430","billi","0","0","0","0","0","0","9.369875849145e-05","3.67080243741282e-05","0","0","0","0","0","0.000206731166790705","0","2.00650106344556e-05","2.70991694104576e-05","0","0","0"
"X431","billion","0","0","0","3.22092311656521e-05","4.03047035589053e-05","0","0","0","0","0","2.61499437776209e-05","0","4.8711578742267e-05","4.13462333581411e-05","0","0","0","0","0","0"
"X432","bin","0","0","0","0","0","0","0","0","0","0.00794621026894866","0","0","0","0","0","0","6.77479235261439e-05","0","0","0"
"X433","bind","0","0","0","0","0","0","9.369875849145e-05","0","0","0","0.000209199550220967","0","0.000243557893711335","0","0","0","0","0","6.36051392952551e-05","0"
"X434","bir","0","0","0","0","0","0","0","0","0","0.000122249388753056","0","0.000530062092988036","0","0","0","0","0","0","0","0"
"X435","bird","6.20424370269264e-05","0","0.000265900872154861","0.000193255386993912","0","6.33713561470215e-05","0","0","0.000212077832564551","0","7.84498313328626e-05","0","0.00082809683861854","8.26924667162821e-05","3.04636568573692e-05","4.01300212689113e-05","6.77479235261439e-05","0","0.000349828266123903","6.59529096225295e-05"
"X436","birth","0","0.000221950948840306","5.31801744309721e-05","0","4.03047035589053e-05","0","0","0","0.000159058374423413","0","0.000313799325331451","0","0.000292269472453602","0","0","2.00650106344556e-05","6.77479235261439e-05","0","0","2.19843032075098e-05"
"X437","birthday","0","0","0","0","4.03047035589053e-05","6.33713561470215e-05","9.369875849145e-05","0","0","0","2.61499437776209e-05","0","0","4.13462333581411e-05","0","0","1.35495847052288e-05","0","0","0"
"X438","bis","0","0","0","0","0","0","0","0.000330372219367154","0","0.00207823960880196","0","0.000151446312282296","0","0","0","0","0","6.73763643713785e-05","0","0"
"X439","bist","0","0","0","0","0","0","0","0","0","0.00831295843520782","0","0","0","0","0","0","0","0","0","0"
"X440","bit","0.000744509244323117","0","0.000372261221016805","0.000225464618159565","0.000201523517794527","0.0017743979721166","9.369875849145e-05","0","5.30194581411378e-05","0","0","0","0.000146134736226801","0.000124038700074423","0.000304636568573692","8.02600425378225e-05","0.000121946262347059","0","3.18025696476275e-05","0.000131905819245059"
"X441","bitch","3.10212185134632e-05","0.000110975474420153","5.31801744309721e-05","3.22092311656521e-05","0.000201523517794527","0.00126742712294043","0","0","0.000318116748846827","0.000244498777506112","2.61499437776209e-05","0","0","0.000206731166790705","0.000274172911716322","2.00650106344556e-05","0.0016936980881536","0","0","6.59529096225295e-05"
"X442","bite","0","0","0","3.22092311656521e-05","0","0.000887198986058302","0.0003747950339658","0","5.30194581411378e-05","0","0.000549148819330038","0","0.000194846314969068","0","3.04636568573692e-05","4.01300212689113e-05","0.000149045431757517","0","0","4.39686064150197e-05"
"X443","bitt","0","0","0","0","0","0","0","0","0","0.000855745721271394","0","0","0","0","0","0","0","0","0","0"
"X444","bitter","9.30636555403896e-05","0.000221950948840306","0","3.22092311656521e-05","4.03047035589053e-05","0","9.369875849145e-05","0","5.30194581411378e-05","0","0.000209199550220967","0","4.8711578742267e-05","0","0","0","0","0","3.18025696476275e-05","8.79372128300394e-05"
"X445","bla","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X446","black","0.000217148529594242","0.000221950948840306","0.000159540523292916","0.00016104615582826","4.03047035589053e-05","6.33713561470215e-05","0.000234246896228625","0","0.00243889507449234","0.000122249388753056","0.000862948144661489","7.5723156141148e-05","0.00048711578742267","0.000578847267013975","6.09273137147383e-05","6.01950319033669e-05","0.000812975082313727","0.00121277455868481","0.00012721027859051","0.000175874425660079"
"X447","blacken","0","0","0","3.22092311656521e-05","0","0","0","0","0","0","0.000130749718888104","0","0","0","0","0","1.35495847052288e-05","0","0","0"
"X448","blade","3.10212185134632e-05","0","0","0","0","6.33713561470215e-05","4.6849379245725e-05","0","0","0","0.000183049606443346","0","0","4.13462333581411e-05","0","0","1.35495847052288e-05","0","3.18025696476275e-05","2.19843032075098e-05"
"X449","blah","0","0","5.31801744309721e-05","0","0","0","0","0","0","0","0","0","0","0","0","0","1.35495847052288e-05","0","0","0"
"X450","blame","0.000217148529594242","0","0.000106360348861944","0.000193255386993912","0","0","0.000234246896228625","0","0.000106038916282276","0","0.000470698987997176","0","0.000292269472453602","0.000206731166790705","6.09273137147383e-05","0.000300975159516835","5.41983388209151e-05","0","0.000159012848238138","0.000351748851320157"
"X451","blanca","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X452","blanco","0","0","0","0","0","0","0","0.000220248146244769","0","0","0","0","0","0","0","0","0","0","0","0"
"X453","blank","0","0","0","0","0","0","4.6849379245725e-05","0","0","0","7.84498313328626e-05","0","0","0","0","0","2.70991694104576e-05","0.000134752728742757","3.18025696476275e-05","2.19843032075098e-05"
"X454","blanket","0","0","0","3.22092311656521e-05","4.03047035589053e-05","0","9.369875849145e-05","0","0","0","2.61499437776209e-05","0","4.8711578742267e-05","0","3.04636568573692e-05","0","0","0","3.18025696476275e-05","0"
"X455","blast","6.20424370269264e-05","0","0.000425441395447777","3.22092311656521e-05","0","0","0","0","0","0","0","0","0","0","0","0","0.000284541278809804","0.000269505457485514","0","0"
"X456","blaze","0","0","0.000319081046585833","0","0","0.000126742712294043","0.0001873975169829","0","0","0","0.000104599775110484","0","0","0","0","0","6.77479235261439e-05","0","3.18025696476275e-05","2.19843032075098e-05"
"X457","bled","0","0","0","6.44184623313041e-05","0","0","0","0","0","0","0.000130749718888104","0","0","0","0","0","0","0","0","0"
"X458","bleed","9.30636555403896e-05","0","5.31801744309721e-05","0.000193255386993912","4.03047035589053e-05","0.000506970849176172","0.0003747950339658","0","0.000265097290705689","0","0.0011244475824377","0","4.8711578742267e-05","4.13462333581411e-05","0.00036556388228843","0.000260845138247923","0.000162595016462745","0","0.000318025696476275","0.000175874425660079"
"X459","bleib","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X460","bleibt","0","0","0","0","0","0","0","0","0","0.000611246943765281","0","0","0","0","0","0","0","0","0","0"
"X461","bless","3.10212185134632e-05","0","0.000106360348861944","0.000128836924662608","0.000120914110676716","6.33713561470215e-05","9.369875849145e-05","0","0.000106038916282276","0","0.000836798200883868","7.5723156141148e-05","0","4.13462333581411e-05","9.13909705721075e-05","0.00032104017015129","0.000135495847052288","0.000134752728742757","0.000190815417885765","6.59529096225295e-05"
"X462","blew","6.20424370269264e-05","0","0.000106360348861944","0","0","0","0","0","0","0","2.61499437776209e-05","0","0.000194846314969068","8.26924667162821e-05","0","0","6.77479235261439e-05","0.000134752728742757","0","0"
"X463","bli","0","0","0","0","0","0","0","0","0","0.00122249388753056","0","0","0","0","0","0","0","0","0","0"
"X464","blick","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
